,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome
8626,38,blue-collar,married,primary,no,2472,yes,no,secondary,176,2,-1,0,failure
8627,31,admin.,single,secondary,no,678,yes,no,secondary,117,4,-1,0,failure
8628,45,services,single,primary,no,1893,yes,no,secondary,1259,6,-1,0,failure
8629,28,blue-collar,single,primary,no,0,yes,yes,secondary,380,4,-1,0,failure
8630,45,admin.,married,secondary,no,-547,yes,no,secondary,214,2,-1,0,failure
8631,39,blue-collar,married,primary,no,766,yes,no,secondary,350,3,-1,0,failure
8632,29,services,married,primary,no,711,yes,no,secondary,136,4,-1,0,failure
8633,26,technician,single,secondary,no,544,yes,yes,secondary,56,5,-1,0,failure
8634,36,management,married,tertiary,no,27359,yes,no,secondary,71,2,-1,0,failure
8635,54,admin.,married,primary,no,976,yes,no,secondary,137,3,-1,0,failure
8636,58,technician,married,secondary,no,-205,yes,no,secondary,497,2,-1,0,failure
8637,45,blue-collar,married,primary,no,194,yes,yes,secondary,81,2,-1,0,failure
8638,30,technician,single,tertiary,no,256,yes,no,secondary,276,2,-1,0,failure
8639,52,admin.,married,secondary,no,70,yes,no,secondary,68,2,-1,0,failure
8640,28,services,single,primary,no,302,no,no,secondary,248,9,-1,0,failure
8641,42,blue-collar,married,primary,no,1017,yes,no,secondary,11,18,-1,0,failure
8642,45,services,married,secondary,no,3638,yes,yes,secondary,313,7,-1,0,failure
8643,57,retired,married,primary,no,-171,yes,no,secondary,397,2,-1,0,failure
8644,52,unemployed,married,secondary,no,2251,yes,no,secondary,58,9,-1,0,failure
8645,39,management,married,tertiary,no,0,yes,no,secondary,164,2,-1,0,failure
8646,35,admin.,married,secondary,no,-87,yes,no,secondary,1363,7,-1,0,failure
8647,39,admin.,single,secondary,no,548,yes,no,secondary,296,2,-1,0,failure
8648,28,admin.,married,secondary,no,1582,yes,no,secondary,816,2,-1,0,failure
8649,38,blue-collar,married,secondary,no,284,yes,yes,secondary,1030,6,-1,0,failure
8650,38,blue-collar,single,secondary,no,10,yes,no,secondary,266,10,-1,0,failure
8651,30,technician,single,tertiary,no,432,yes,yes,secondary,180,3,-1,0,failure
8652,31,management,single,tertiary,no,-205,yes,no,secondary,56,12,-1,0,failure
8653,32,services,married,secondary,no,2796,yes,no,secondary,143,8,-1,0,failure
8654,44,blue-collar,married,primary,no,2958,yes,no,secondary,229,2,-1,0,failure
8655,31,technician,single,secondary,no,205,yes,no,secondary,342,2,-1,0,failure
8656,28,blue-collar,married,secondary,no,5611,yes,no,secondary,340,2,-1,0,failure
8657,37,admin.,married,secondary,no,1345,yes,no,secondary,59,2,-1,0,failure
8658,57,retired,married,secondary,no,316,yes,no,secondary,72,8,-1,0,failure
8659,36,management,married,tertiary,no,0,yes,yes,secondary,599,3,-1,0,failure
8660,35,admin.,single,secondary,no,2201,yes,no,secondary,354,3,-1,0,failure
8661,34,blue-collar,married,secondary,no,90,yes,no,secondary,77,8,-1,0,failure
8662,38,blue-collar,married,primary,no,635,yes,no,secondary,157,2,-1,0,failure
8663,58,management,divorced,tertiary,no,50,yes,no,secondary,109,4,-1,0,failure
8664,39,admin.,married,secondary,no,46,no,no,secondary,187,2,-1,0,failure
8665,45,technician,single,secondary,no,1044,yes,no,secondary,239,8,-1,0,failure
8666,48,blue-collar,married,secondary,no,750,yes,no,secondary,246,5,-1,0,failure
8667,23,blue-collar,single,secondary,no,4084,yes,no,secondary,118,7,-1,0,failure
8668,42,technician,divorced,tertiary,no,147,yes,no,secondary,254,21,-1,0,failure
8669,35,management,married,tertiary,no,298,yes,no,secondary,281,7,-1,0,failure
8670,29,admin.,single,secondary,no,2083,yes,no,secondary,94,2,-1,0,failure
8671,48,entrepreneur,married,secondary,no,183,yes,no,secondary,203,9,-1,0,failure
8672,41,management,single,tertiary,no,256,yes,no,secondary,140,6,-1,0,failure
8673,55,blue-collar,married,secondary,yes,-208,yes,no,secondary,148,2,-1,0,failure
8674,27,blue-collar,married,primary,no,1002,yes,no,secondary,583,1,-1,0,failure
8675,28,blue-collar,married,secondary,no,228,yes,no,secondary,328,9,-1,0,failure
8676,44,services,divorced,secondary,no,-574,yes,no,secondary,172,2,-1,0,failure
8677,37,blue-collar,single,secondary,no,277,yes,no,secondary,87,6,-1,0,failure
8678,57,services,single,secondary,no,1430,yes,no,secondary,666,5,-1,0,failure
8679,29,self-employed,married,tertiary,no,3931,yes,no,secondary,73,4,-1,0,failure
8680,53,services,divorced,secondary,no,43,yes,no,secondary,70,6,-1,0,failure
8681,27,technician,single,secondary,no,3,no,no,secondary,68,6,-1,0,failure
8682,32,management,single,tertiary,no,131,no,no,secondary,267,3,-1,0,failure
8683,25,management,single,tertiary,no,2399,yes,no,secondary,193,2,-1,0,failure
8684,56,admin.,divorced,primary,no,207,yes,no,secondary,88,4,-1,0,failure
8685,36,blue-collar,married,secondary,no,6290,yes,no,secondary,19,20,-1,0,failure
8686,34,services,single,primary,no,654,no,no,secondary,604,14,-1,0,failure
8687,42,management,married,tertiary,no,-409,no,no,secondary,290,3,-1,0,failure
8688,49,blue-collar,married,primary,no,387,yes,yes,secondary,67,5,-1,0,failure
8689,39,blue-collar,married,primary,no,2615,yes,no,secondary,88,6,-1,0,failure
8690,50,admin.,divorced,secondary,no,3043,yes,no,secondary,113,4,-1,0,failure
8691,27,blue-collar,married,primary,no,60,yes,no,secondary,550,1,-1,0,failure
8692,27,student,single,secondary,no,298,yes,no,secondary,52,1,-1,0,failure
8693,41,technician,married,secondary,no,3,yes,yes,secondary,197,3,-1,0,failure
8694,33,blue-collar,married,secondary,no,-409,yes,no,secondary,235,3,-1,0,failure
8695,34,management,divorced,tertiary,no,224,no,no,secondary,120,11,-1,0,failure
8696,30,technician,single,secondary,no,3107,yes,no,secondary,1516,2,-1,0,failure
8697,26,blue-collar,single,secondary,no,1802,yes,no,secondary,28,19,-1,0,failure
8698,51,blue-collar,married,primary,no,303,yes,no,secondary,87,7,-1,0,failure
8699,31,technician,single,tertiary,no,321,yes,no,secondary,25,16,-1,0,failure
8700,51,technician,single,tertiary,no,11222,yes,no,secondary,151,7,-1,0,failure
8701,29,admin.,single,tertiary,no,4737,yes,no,secondary,226,1,-1,0,failure
8702,44,unemployed,married,secondary,yes,-505,yes,no,secondary,113,11,-1,0,failure
8703,28,blue-collar,married,secondary,no,1958,yes,no,secondary,196,1,-1,0,failure
8704,46,admin.,married,primary,no,-335,yes,no,secondary,272,1,-1,0,failure
8705,23,blue-collar,single,primary,no,8627,yes,no,secondary,281,1,-1,0,failure
8706,32,technician,single,tertiary,no,6281,yes,no,secondary,1336,4,-1,0,failure
8707,31,admin.,single,secondary,no,437,yes,yes,secondary,173,14,-1,0,failure
8708,33,management,married,tertiary,no,982,no,no,secondary,735,17,-1,0,failure
8709,35,management,married,secondary,no,1128,yes,no,secondary,457,1,-1,0,failure
8710,36,technician,single,secondary,no,7503,yes,no,secondary,25,1,-1,0,failure
8711,57,admin.,divorced,secondary,no,-461,yes,yes,secondary,145,8,-1,0,failure
8712,36,services,married,secondary,no,895,yes,yes,secondary,622,1,-1,0,failure
8713,41,technician,married,secondary,no,-1136,yes,yes,secondary,89,1,-1,0,failure
8714,41,admin.,single,secondary,no,400,yes,no,secondary,99,6,-1,0,failure
8715,45,technician,married,secondary,no,1003,yes,no,secondary,71,1,-1,0,failure
8716,48,blue-collar,single,primary,no,1938,yes,no,secondary,407,1,-1,0,failure
8717,29,services,single,secondary,no,-527,yes,yes,secondary,250,1,-1,0,failure
8718,45,management,divorced,secondary,no,644,yes,no,secondary,633,1,-1,0,failure
8719,33,management,married,tertiary,no,1165,yes,no,secondary,462,2,-1,0,failure
8720,51,blue-collar,married,secondary,no,-92,yes,no,secondary,28,4,-1,0,failure
8721,38,admin.,married,tertiary,no,342,yes,no,secondary,1138,1,-1,0,failure
8722,59,management,divorced,tertiary,no,1611,yes,no,secondary,107,2,-1,0,failure
8723,46,technician,married,secondary,no,0,yes,no,secondary,242,5,-1,0,failure
8724,31,technician,divorced,secondary,no,10787,yes,no,secondary,135,2,-1,0,failure
8725,49,services,single,secondary,no,308,yes,no,secondary,96,3,-1,0,failure
8726,33,services,married,secondary,no,39,yes,no,secondary,66,4,-1,0,failure
8727,34,services,single,secondary,no,258,yes,no,secondary,131,2,-1,0,failure
8728,42,admin.,single,secondary,no,336,yes,no,secondary,46,2,-1,0,failure
8729,41,technician,single,secondary,no,454,yes,no,secondary,267,2,-1,0,failure
8730,49,blue-collar,married,primary,no,-347,yes,yes,secondary,213,3,-1,0,failure
8731,24,blue-collar,married,secondary,no,-389,yes,yes,secondary,1242,1,-1,0,failure
8732,48,blue-collar,married,primary,no,160,yes,no,secondary,109,3,-1,0,failure
8733,43,technician,married,secondary,no,369,yes,no,secondary,75,3,-1,0,failure
8734,44,management,married,tertiary,no,529,yes,no,secondary,129,4,-1,0,failure
8735,44,blue-collar,married,primary,no,924,yes,no,secondary,89,3,-1,0,failure
8736,52,admin.,divorced,secondary,no,2002,no,no,secondary,103,4,-1,0,failure
8737,54,blue-collar,divorced,primary,no,215,yes,no,secondary,71,5,-1,0,failure
8738,43,technician,divorced,secondary,no,365,yes,no,secondary,406,2,-1,0,failure
8739,42,management,married,tertiary,no,344,yes,yes,secondary,66,2,-1,0,failure
8740,36,blue-collar,married,secondary,no,136,yes,no,secondary,38,2,-1,0,failure
8741,41,admin.,single,secondary,no,-22,yes,no,secondary,166,2,-1,0,failure
8742,31,technician,married,tertiary,no,0,yes,no,secondary,67,2,-1,0,failure
8743,33,services,married,secondary,no,450,yes,no,secondary,121,4,-1,0,failure
8744,30,admin.,divorced,secondary,no,377,yes,no,secondary,524,15,-1,0,failure
8745,33,blue-collar,single,secondary,no,76,yes,no,secondary,1141,4,-1,0,failure
8746,37,services,married,secondary,no,780,yes,no,secondary,125,5,-1,0,failure
8747,27,blue-collar,single,secondary,no,1065,yes,yes,secondary,313,1,-1,0,failure
8748,22,services,married,primary,no,7982,yes,no,secondary,18,1,-1,0,failure
8749,29,admin.,married,secondary,no,943,yes,no,secondary,355,1,-1,0,failure
8750,28,blue-collar,single,secondary,yes,0,yes,no,secondary,237,1,-1,0,failure
8751,59,retired,divorced,secondary,no,284,no,yes,secondary,265,2,-1,0,failure
8752,51,technician,married,secondary,no,1446,yes,no,secondary,84,7,-1,0,failure
8753,23,student,single,secondary,no,4409,yes,no,secondary,299,1,-1,0,failure
8754,29,services,single,secondary,no,-565,yes,no,secondary,109,1,-1,0,failure
8755,29,services,single,secondary,no,-271,yes,no,secondary,578,1,-1,0,failure
8756,60,retired,married,primary,no,1664,yes,no,secondary,142,2,-1,0,failure
8757,27,services,married,secondary,no,-1202,yes,no,secondary,749,2,-1,0,failure
8758,28,admin.,single,secondary,no,-625,yes,no,secondary,102,1,-1,0,failure
8759,29,management,single,tertiary,no,1566,yes,no,secondary,233,1,-1,0,failure
8760,38,blue-collar,married,primary,no,5839,yes,no,secondary,984,2,-1,0,failure
8761,34,services,married,secondary,no,-211,yes,no,secondary,16,8,-1,0,failure
8762,29,admin.,single,secondary,no,-309,yes,yes,secondary,215,1,-1,0,failure
8763,35,management,married,tertiary,no,5057,yes,no,secondary,193,10,-1,0,failure
8764,28,admin.,single,tertiary,no,4,no,no,secondary,148,11,-1,0,failure
8765,28,management,single,tertiary,no,4013,yes,no,secondary,386,1,-1,0,failure
8766,29,admin.,married,secondary,no,708,yes,no,secondary,194,1,-1,0,failure
8767,57,management,single,secondary,no,137,yes,no,secondary,91,4,-1,0,failure
8768,26,admin.,single,secondary,no,-12,yes,no,secondary,98,1,-1,0,failure
8769,39,blue-collar,married,secondary,no,1386,yes,yes,secondary,193,2,-1,0,failure
8770,27,admin.,married,secondary,no,4144,yes,no,secondary,132,1,-1,0,failure
8771,26,services,married,secondary,no,-285,yes,yes,secondary,279,1,-1,0,failure
8772,36,management,divorced,tertiary,no,3611,yes,no,secondary,347,3,-1,0,failure
8773,24,technician,single,secondary,no,2019,yes,no,secondary,1045,1,-1,0,failure
8774,23,blue-collar,single,primary,no,145,yes,no,secondary,1519,1,-1,0,failure
8775,25,services,single,secondary,no,556,yes,yes,secondary,361,1,-1,0,failure
8776,24,blue-collar,single,secondary,no,0,yes,no,secondary,204,1,-1,0,failure
8777,21,blue-collar,single,secondary,yes,-59,yes,yes,secondary,83,1,-1,0,failure
8778,25,technician,married,secondary,no,-276,yes,no,secondary,105,1,-1,0,failure
8779,34,blue-collar,married,secondary,no,587,yes,no,secondary,77,8,-1,0,failure
8780,30,services,single,secondary,no,773,yes,yes,secondary,29,1,-1,0,failure
8781,27,blue-collar,married,secondary,no,6196,yes,no,secondary,355,1,-1,0,failure
8782,29,blue-collar,married,secondary,no,296,yes,no,secondary,153,1,-1,0,failure
8783,26,blue-collar,single,secondary,no,477,yes,no,secondary,87,1,-1,0,failure
8784,35,entrepreneur,married,secondary,no,2008,no,no,secondary,178,6,-1,0,failure
8785,27,management,single,tertiary,no,648,yes,yes,secondary,174,1,-1,0,failure
8786,25,blue-collar,single,secondary,no,330,yes,no,secondary,605,1,-1,0,failure
8787,23,blue-collar,single,secondary,no,492,yes,no,secondary,638,1,-1,0,failure
8788,22,student,single,secondary,no,111,yes,no,secondary,89,1,-1,0,failure
8789,31,blue-collar,single,secondary,no,-173,yes,no,secondary,121,2,-1,0,failure
8790,27,blue-collar,married,secondary,no,-132,yes,no,secondary,216,1,-1,0,failure
8791,23,services,single,secondary,no,966,yes,no,secondary,83,2,-1,0,failure
8792,24,admin.,married,secondary,no,262,yes,no,secondary,69,3,-1,0,failure
8793,29,blue-collar,single,secondary,no,353,yes,no,secondary,184,1,-1,0,failure
8794,24,blue-collar,single,secondary,no,476,yes,no,secondary,161,1,-1,0,failure
8795,25,management,single,tertiary,no,493,yes,no,secondary,301,1,-1,0,failure
8796,27,admin.,divorced,secondary,no,76,yes,no,secondary,236,1,-1,0,failure
8797,30,admin.,single,secondary,yes,-242,no,no,secondary,276,1,-1,0,failure
8798,29,blue-collar,single,secondary,no,-37,yes,no,secondary,182,1,-1,0,failure
8799,33,blue-collar,married,secondary,no,355,yes,no,secondary,87,3,-1,0,failure
8800,21,blue-collar,married,primary,yes,-426,no,no,secondary,139,2,-1,0,failure
8801,30,blue-collar,married,secondary,no,578,yes,yes,secondary,48,1,-1,0,failure
8802,29,technician,married,secondary,no,0,yes,no,secondary,377,1,-1,0,failure
8803,48,technician,married,secondary,no,425,yes,no,secondary,357,4,-1,0,failure
8804,28,services,single,secondary,no,2385,yes,no,secondary,119,2,-1,0,failure
8805,25,blue-collar,single,secondary,no,2,no,no,secondary,264,2,-1,0,failure
8806,28,blue-collar,married,secondary,no,509,yes,yes,secondary,121,2,-1,0,failure
8807,29,blue-collar,married,primary,no,4281,yes,no,secondary,235,2,-1,0,failure
8808,26,self-employed,single,secondary,no,467,yes,yes,secondary,90,2,-1,0,failure
8809,26,admin.,single,secondary,no,581,yes,yes,secondary,444,3,-1,0,failure
8810,24,student,single,secondary,no,2726,yes,no,secondary,283,1,-1,0,failure
8811,27,management,single,tertiary,no,99,yes,no,secondary,767,2,-1,0,failure
8812,27,technician,married,secondary,no,1103,no,no,secondary,123,1,-1,0,failure
8813,28,unemployed,single,secondary,no,559,yes,no,secondary,236,1,-1,0,failure
8814,32,services,married,secondary,no,3756,yes,no,secondary,85,3,-1,0,failure
8815,52,management,divorced,tertiary,no,907,yes,no,secondary,104,2,-1,0,failure
8816,27,blue-collar,married,secondary,no,-335,yes,yes,secondary,324,1,-1,0,failure
8817,27,management,single,tertiary,yes,-713,yes,no,secondary,525,2,-1,0,failure
8818,22,admin.,married,secondary,no,967,yes,no,secondary,525,1,-1,0,failure
8819,28,management,single,tertiary,no,191,yes,no,secondary,238,1,-1,0,failure
8820,23,technician,single,secondary,no,-306,yes,no,secondary,217,2,-1,0,failure
8821,29,services,single,secondary,no,32,yes,no,secondary,563,1,-1,0,failure
8822,29,blue-collar,married,secondary,no,-8,yes,yes,secondary,433,2,-1,0,failure
8823,37,blue-collar,married,secondary,no,117,yes,no,secondary,52,1,-1,0,failure
8824,60,housemaid,divorced,secondary,no,387,yes,no,secondary,235,1,-1,0,failure
8825,51,services,married,primary,no,-553,yes,no,secondary,149,8,-1,0,failure
8826,29,admin.,married,secondary,no,1634,yes,no,secondary,402,2,-1,0,failure
8827,26,admin.,divorced,secondary,no,-45,yes,no,secondary,357,2,-1,0,failure
8828,30,blue-collar,single,primary,no,13052,no,no,secondary,140,1,-1,0,failure
8829,49,entrepreneur,married,primary,no,5380,yes,no,secondary,98,4,-1,0,failure
8830,31,services,single,secondary,no,-341,no,no,secondary,171,3,-1,0,failure
8831,30,technician,married,tertiary,no,88,no,no,secondary,219,1,-1,0,failure
8832,30,self-employed,married,tertiary,no,543,yes,yes,secondary,1449,6,-1,0,failure
8833,32,technician,married,secondary,no,253,yes,no,secondary,257,3,-1,0,failure
8834,36,blue-collar,married,primary,no,403,yes,no,secondary,920,1,-1,0,failure
8835,47,blue-collar,married,secondary,no,1143,yes,no,secondary,79,1,-1,0,failure
8836,27,entrepreneur,single,tertiary,no,0,yes,no,secondary,103,2,-1,0,failure
8837,26,blue-collar,married,primary,no,178,yes,no,secondary,833,2,-1,0,failure
8838,40,services,divorced,secondary,no,0,yes,no,secondary,97,1,-1,0,failure
8839,43,blue-collar,single,primary,no,433,no,no,secondary,45,1,-1,0,failure
8840,28,technician,single,tertiary,no,0,yes,no,secondary,205,6,-1,0,failure
8841,27,admin.,married,secondary,no,-247,yes,yes,secondary,344,2,-1,0,failure
8842,57,management,married,primary,no,-226,yes,no,secondary,272,1,-1,0,failure
8843,32,technician,divorced,secondary,no,273,yes,no,secondary,204,1,-1,0,failure
8844,27,blue-collar,single,primary,no,881,yes,no,secondary,156,3,-1,0,failure
8845,38,services,married,secondary,no,43,yes,no,secondary,213,1,-1,0,failure
8846,36,technician,married,tertiary,no,606,yes,no,secondary,159,1,-1,0,failure
8847,45,services,married,secondary,no,0,no,no,secondary,153,6,-1,0,failure
8848,30,management,single,tertiary,no,635,yes,no,secondary,29,2,-1,0,failure
8849,48,blue-collar,single,tertiary,no,2330,yes,no,secondary,15,1,-1,0,failure
8850,39,blue-collar,married,primary,no,295,yes,no,secondary,38,1,-1,0,failure
8851,24,services,single,secondary,no,-141,yes,no,secondary,654,2,-1,0,failure
8852,29,self-employed,married,tertiary,yes,-1083,yes,no,secondary,139,2,-1,0,failure
8853,35,blue-collar,married,primary,no,300,yes,no,secondary,81,1,-1,0,failure
8854,30,management,single,tertiary,no,17036,yes,no,secondary,597,7,-1,0,failure
8855,28,unemployed,single,tertiary,no,1010,yes,no,secondary,174,2,-1,0,failure
8856,50,technician,married,secondary,no,1616,yes,yes,secondary,142,11,-1,0,failure
8857,41,management,single,tertiary,no,4594,yes,no,secondary,393,11,-1,0,failure
8858,58,housemaid,married,primary,no,5278,yes,no,secondary,763,4,-1,0,failure
8859,31,admin.,married,primary,no,355,yes,yes,secondary,61,6,-1,0,failure
8860,33,management,married,tertiary,no,1808,yes,no,secondary,99,4,-1,0,failure
8861,35,blue-collar,single,secondary,no,2514,yes,no,secondary,85,5,-1,0,failure
8862,29,blue-collar,married,primary,no,220,yes,no,secondary,187,2,-1,0,failure
8863,29,blue-collar,married,primary,no,25,yes,no,secondary,188,2,-1,0,failure
8864,29,blue-collar,married,primary,yes,-303,yes,yes,secondary,298,3,-1,0,failure
8865,29,services,married,tertiary,no,0,yes,no,secondary,113,2,-1,0,failure
8866,28,blue-collar,single,secondary,no,1232,yes,no,secondary,201,2,-1,0,failure
8867,26,services,single,secondary,no,128,yes,yes,secondary,264,2,-1,0,failure
8868,26,blue-collar,married,secondary,yes,-82,yes,no,secondary,23,2,-1,0,failure
8869,24,technician,single,secondary,no,681,yes,no,secondary,180,2,-1,0,failure
8870,26,student,single,secondary,no,-147,no,no,secondary,95,2,-1,0,failure
8871,47,blue-collar,married,primary,no,554,yes,no,secondary,69,1,-1,0,failure
8872,49,management,married,secondary,no,362,yes,no,secondary,84,2,-1,0,failure
8873,52,blue-collar,single,secondary,no,510,yes,no,secondary,324,1,-1,0,failure
8874,44,blue-collar,married,secondary,no,406,yes,no,secondary,222,1,-1,0,failure
8875,39,blue-collar,married,secondary,no,518,yes,no,secondary,608,2,-1,0,failure
8876,41,services,married,secondary,no,241,yes,yes,secondary,144,1,-1,0,failure
8877,28,management,single,tertiary,no,-227,yes,no,secondary,298,2,-1,0,failure
8878,53,services,married,secondary,no,579,no,no,secondary,1224,7,-1,0,failure
8879,54,blue-collar,divorced,primary,no,138,yes,no,secondary,173,10,-1,0,failure
8880,29,admin.,single,secondary,no,130,no,no,secondary,134,2,-1,0,failure
8881,49,blue-collar,married,primary,no,391,yes,no,secondary,245,1,-1,0,failure
8882,29,admin.,divorced,secondary,no,201,yes,no,secondary,121,3,-1,0,failure
8883,27,blue-collar,married,secondary,no,373,yes,no,secondary,49,1,-1,0,failure
8884,27,blue-collar,married,secondary,no,419,yes,no,secondary,1181,2,-1,0,failure
8885,28,unemployed,married,secondary,no,655,yes,no,secondary,606,2,-1,0,failure
8886,44,entrepreneur,married,secondary,no,-165,yes,yes,secondary,184,2,-1,0,failure
8887,29,services,single,secondary,no,447,yes,yes,secondary,106,1,-1,0,failure
8888,29,admin.,divorced,secondary,yes,-489,yes,no,secondary,249,2,-1,0,failure
8889,35,admin.,divorced,secondary,no,437,yes,no,secondary,908,1,-1,0,failure
8890,46,blue-collar,married,primary,no,296,yes,no,secondary,92,2,-1,0,failure
8891,25,blue-collar,married,secondary,no,-507,yes,yes,secondary,404,2,-1,0,failure
8892,37,unemployed,single,secondary,no,1354,yes,no,secondary,207,4,-1,0,failure
8893,29,blue-collar,single,primary,no,950,yes,no,secondary,135,3,-1,0,failure
8894,51,blue-collar,married,secondary,no,568,yes,no,secondary,37,1,-1,0,failure
8895,35,management,divorced,tertiary,no,160,yes,no,secondary,141,6,-1,0,failure
8896,50,unemployed,married,secondary,no,306,yes,no,secondary,117,1,-1,0,failure
8897,28,blue-collar,single,secondary,no,1103,yes,no,secondary,14,11,-1,0,failure
8898,37,blue-collar,married,secondary,no,6,yes,no,secondary,174,9,-1,0,failure
8899,35,blue-collar,married,primary,no,162,yes,no,secondary,60,4,-1,0,failure
8900,57,blue-collar,married,primary,no,2892,yes,no,secondary,235,5,-1,0,failure
8901,28,management,single,tertiary,no,-380,yes,no,secondary,285,4,-1,0,failure
8902,32,blue-collar,divorced,secondary,no,880,yes,yes,secondary,112,1,-1,0,failure
8903,30,technician,single,secondary,no,4787,yes,no,secondary,99,2,-1,0,failure
8904,52,management,married,secondary,no,4096,yes,no,secondary,208,4,-1,0,failure
8905,33,services,married,secondary,no,248,yes,no,secondary,132,2,-1,0,failure
8906,33,blue-collar,married,secondary,no,312,yes,no,secondary,151,2,-1,0,failure
8907,47,blue-collar,married,secondary,no,273,yes,no,secondary,163,1,-1,0,failure
8908,37,blue-collar,married,secondary,no,311,yes,no,secondary,135,1,-1,0,failure
8909,42,admin.,divorced,secondary,no,-172,yes,yes,secondary,179,1,-1,0,failure
8910,26,blue-collar,single,primary,no,3342,yes,no,secondary,329,4,-1,0,failure
8911,40,services,married,secondary,no,113,yes,no,secondary,126,1,-1,0,failure
8912,30,services,single,secondary,no,-97,yes,no,secondary,126,2,-1,0,failure
8913,31,admin.,married,secondary,no,454,yes,no,secondary,119,1,-1,0,failure
8914,26,technician,single,tertiary,no,1118,yes,no,secondary,209,2,-1,0,failure
8915,50,admin.,divorced,secondary,no,3423,yes,yes,secondary,192,6,-1,0,failure
8916,28,admin.,single,secondary,no,710,yes,yes,secondary,341,2,-1,0,failure
8917,51,blue-collar,married,secondary,no,226,yes,no,secondary,17,13,-1,0,failure
8918,49,blue-collar,married,secondary,no,203,no,no,secondary,167,1,-1,0,failure
8919,42,services,married,secondary,no,717,yes,no,secondary,152,6,-1,0,failure
8920,36,blue-collar,married,secondary,no,138,yes,no,secondary,84,3,-1,0,failure
8921,39,admin.,married,secondary,no,217,yes,no,secondary,341,4,-1,0,failure
8922,33,blue-collar,married,primary,no,934,yes,no,secondary,244,2,-1,0,failure
8923,40,blue-collar,married,secondary,no,2671,yes,yes,secondary,423,2,-1,0,failure
8924,23,services,single,secondary,no,500,yes,no,secondary,111,3,-1,0,failure
8925,50,blue-collar,married,primary,no,42,yes,no,secondary,170,3,-1,0,failure
8926,29,student,single,secondary,no,200,yes,no,secondary,87,2,-1,0,failure
8927,43,services,married,secondary,no,1450,yes,no,secondary,227,2,-1,0,failure
8928,36,management,married,tertiary,no,1014,yes,no,secondary,34,2,-1,0,failure
8929,29,blue-collar,single,secondary,no,735,yes,no,secondary,130,3,-1,0,failure
8930,29,blue-collar,married,secondary,no,356,yes,no,secondary,169,2,-1,0,failure
8931,54,blue-collar,married,secondary,no,2957,yes,no,secondary,392,2,-1,0,failure
8932,42,blue-collar,married,primary,no,250,yes,no,secondary,46,16,-1,0,failure
8933,49,blue-collar,married,primary,no,266,yes,no,secondary,39,2,-1,0,failure
8934,39,admin.,married,secondary,no,1577,yes,no,secondary,282,15,-1,0,failure
8935,39,blue-collar,married,primary,no,0,yes,no,secondary,112,4,-1,0,failure
8936,33,blue-collar,married,secondary,no,36,yes,no,secondary,36,4,-1,0,failure
8937,29,management,married,tertiary,no,68,yes,no,secondary,69,4,-1,0,failure
8938,27,blue-collar,single,primary,no,0,yes,no,secondary,299,2,-1,0,failure
8939,52,admin.,divorced,secondary,no,1049,no,yes,secondary,80,6,-1,0,failure
8940,34,blue-collar,married,secondary,no,553,yes,no,secondary,729,2,-1,0,failure
8941,44,services,divorced,secondary,no,0,yes,no,secondary,389,5,-1,0,failure
8942,39,blue-collar,single,primary,no,1790,yes,no,secondary,229,6,-1,0,failure
8943,39,blue-collar,married,primary,no,104,yes,no,secondary,624,2,-1,0,failure
8944,26,blue-collar,married,secondary,no,127,yes,yes,secondary,165,2,-1,0,failure
8945,27,services,single,secondary,no,1913,yes,no,secondary,216,2,-1,0,failure
8946,24,management,single,tertiary,no,933,yes,no,secondary,122,1,-1,0,failure
8947,27,services,single,secondary,no,201,yes,no,secondary,172,2,-1,0,failure
8948,41,entrepreneur,married,primary,no,759,yes,no,secondary,79,10,-1,0,failure
8949,36,unemployed,single,secondary,no,244,yes,no,secondary,702,2,-1,0,failure
8950,59,blue-collar,married,secondary,no,87,no,no,secondary,65,10,-1,0,failure
8951,29,blue-collar,single,secondary,no,-167,yes,no,secondary,361,1,-1,0,failure
8952,38,technician,married,secondary,no,625,yes,no,secondary,140,2,-1,0,failure
8953,36,blue-collar,divorced,secondary,no,-159,yes,no,secondary,382,3,-1,0,failure
8954,43,management,divorced,tertiary,no,350,yes,no,secondary,128,1,-1,0,failure
8955,32,blue-collar,single,secondary,no,255,no,no,secondary,175,1,-1,0,failure
8956,26,services,single,secondary,no,-74,yes,no,secondary,147,1,-1,0,failure
8957,32,management,married,tertiary,no,944,yes,yes,secondary,292,1,-1,0,failure
8958,30,admin.,single,secondary,no,705,yes,no,secondary,235,1,-1,0,failure
8959,25,blue-collar,divorced,secondary,no,720,yes,no,secondary,156,1,-1,0,failure
8960,29,management,married,tertiary,no,941,yes,no,secondary,570,11,-1,0,failure
8961,29,self-employed,married,tertiary,yes,0,yes,yes,secondary,399,3,-1,0,failure
8962,52,admin.,married,secondary,no,531,no,no,secondary,222,1,-1,0,failure
8963,44,management,married,tertiary,no,7454,no,no,secondary,243,1,-1,0,failure
8964,56,technician,married,secondary,no,62,no,yes,secondary,243,1,-1,0,failure
8965,55,blue-collar,married,tertiary,no,0,no,no,secondary,38,1,-1,0,failure
8966,35,self-employed,married,tertiary,no,182,no,yes,secondary,379,1,-1,0,failure
